PERMIS,ACV,SEX,STATUT,CSP,USAGE,AGECOND,K8000,RM,CAR,CLA,ALI,ENE,VIT,SEGM,CHARGE,GARAGE
547,2,M,A,55,1,63,O,50,BER,K,IDS,GO,190-200,M1,0.0,2
660,7,M,A,60,1,74,N,50,BER,K,INJ,ES,190-200,M2,0.0,3
340,3,M,A,60,1,78,N,50,BER,K,INJ,ES,200-220,M2,0.0,3
493,4,M,A,60,1,69,N,51,BER,K,IDS,GO,190-200,M1,0.0,3
206,2,M,A,50,2,51,N,50,BER,K,INJ,ES,170-180,B,1201.117523,3
452,10,M,A,50,2,56,N,50,BER,K,INS,GO,170-180,M2,0.0,3
234,4,M,A,55,3,39,N,68,BER,K,INJ,ES,190-200,M2,0.0,3
264,10,M,C,50,2,42,N,58,BER,K,INJ,ES,170-180,M1,0.0,3
252,2,M,C,50,2,39,N,51,BER,K,IDS,GO,180-190,M1,0.0,3
385,1,M,A,37,1,52,N,50,BER,K,IDS,GO,180-190,M1,0.0,3
422,0,M,A,46,2,58,N,50,BER,K,INJ,ES,200-220,B,0.0,3
341,1,M,A,48,1,46,O,62,BER,K,INJ,ES,170-180,M1,1731.281873,3
545,5,M,A,50,3,63,N,50,BER,K,INJ,ES,180-190,M2,0.0,3
107,2,M,A,55,1,35,N,72,BER,K,INJ,ES,200-220,M1,816.3018127,3
298,2,M,A,55,3,43,N,50,BER,K,IDS,GO,180-190,M1,0.0,3
650,5,M,A,60,1,72,N,50,BER,K,INJ,ES,170-180,M1,0.0,3
629,10,M,A,60,1,70,N,50,BER,K,INJ,ES,190-200,M2,0.0,2
840,0,M,A,60,1,89,N,67,BER,K,INJ,ES,190-200,M1,0.0,3
678,3,M,A,60,1,77,N,53,BER,K,IDS,GO,170-180,M1,0.0,3
147,5,M,C,50,2,34,N,90,BER,K,INJ,ES,190-200,M1,0.0,3
173,2,M,A,1,3,35,N,85,BER,K,INJ,ES,200-220,B,0.0,2
362,1,M,A,50,3,48,N,50,BER,K,INJ,ES,180-190,B,0.0,3
174,9,M,A,50,3,33,N,68,BER,K,INJ,ES,190-200,M2,0.0,3
469,5,M,A,50,1,60,N,62,BER,K,INJ,ES,200-220,M2,0.0,3
280,5,M,C,1,3,41,N,68,BER,K,INJ,ES,180-190,M1,0.0,2
208,10,M,C,50,1,35,N,85,BER,K,INJ,ES,170-180,H,0.0,2
432,7,M,A,1,3,70,N,50,BER,K,IDS,GO,170-180,M2,1294.434743,3
274,10,M,A,37,1,42,N,71,BER,K,INJ,ES,200-220,M1,0.0,3
530,10,M,A,48,3,63,N,55,BER,K,CAR,ES,180-190,H,0.0,3
249,10,M,A,48,1,39,O,57,BER,K,INJ,ES,190-200,M2,0.0,2
227,10,M,A,50,2,45,N,95,BER,K,CAR,ES,180-190,H,0.0,3
154,10,M,A,50,2,33,N,90,BER,K,INJ,ES,180-190,B,0.0,3
469,3,M,A,50,2,57,N,50,BER,K,INJ,ES,180-190,M2,0.0,3
122,1,M,A,50,3,29,N,60,BER,K,IDS,GO,180-190,M1,341.5033233,1
231,0,M,A,50,4,39,N,79,BER,K,IDS,GO,190-200,M1,1583.329305,3
102,10,M,A,50,2,37,N,125,BER,K,INS,GO,170-180,M2,0.0,3
315,10,M,A,55,2,47,N,51,BER,K,IDS,GO,170-180,M2,0.0,2
232,1,M,A,55,2,39,N,51,BER,K,IDS,GO,190-200,M1,0.0,3
595,4,M,A,60,1,70,N,53,BER,K,IDS,GO,170-180,M1,0.0,3
180,10,M,C,50,1,35,N,72,BER,K,INJ,ES,170-180,H,0.0,3
296,4,M,C,50,2,43,O,67,BER,K,INJ,ES,180-190,M1,1515.403323,3
136,9,M,C,50,2,30,N,68,BER,K,IDS,GO,170-180,M1,0.0,3
121,9,M,C,50,2,32,N,95,BER,K,INJ,GO,170-180,M2,0.0,3
303,2,M,A,1,3,45,N,50,BER,K,IDS,GO,200-220,M1,0.0,3
177,2,M,A,50,1,36,N,132,BER,K,INJ,ES,190-200,M2,0.0,3
222,10,M,A,50,2,51,N,50,BER,K,INJ,ES,190-200,M2,0.0,1
463,10,M,A,50,2,56,N,50,BER,K,INJ,ES,190-200,H,0.0,3
134,10,M,A,50,1,32,N,76,BER,K,INJ,ES,200-220,M1,0.0,3
211,2,M,A,50,2,35,N,80,BER,K,INS,ES,S220,M1,0.0,3
207,3,M,A,50,2,54,N,68,BER,K,IDS,GO,170-180,M2,3991.726586,3
106,1,M,A,50,2,27,N,64,BER,K,IDS,GO,180-190,M1,0.0,3
262,4,M,A,50,1,56,O,85,BER,K,IDS,GO,180-190,H,0.0,3
360,3,M,A,50,2,56,N,50,BER,K,IDS,GO,190-200,M2,0.0,1
301,10,M,A,50,2,54,N,95,BER,K,INJ,GO,130-140,H,0.0,3
393,7,M,A,55,1,53,N,50,BER,K,INJ,ES,200-220,M1,0.0,2
229,1,M,C,48,2,37,N,54,BER,K,INJ,ES,200-220,B,0.0,3
136,1,M,C,50,1,31,O,54,BER,K,INJ,ES,160-170,B,121.1356495,3
167,2,M,C,50,2,31,N,60,BER,K,INJ,ES,180-190,M1,526.0169184,3
211,4,M,C,55,2,36,N,50,BER,K,IDS,GO,170-180,M1,0.0,3
477,10,M,A,1,3,58,N,52,BER,K,INJ,ES,160-170,B,0.0,3
118,5,M,A,42,3,28,N,64,BER,K,INJ,ES,190-200,M2,0.0,3
351,4,M,A,50,3,49,N,50,BER,K,INJ,ES,180-190,M1,0.0,3
207,2,M,A,50,3,35,N,50,BER,K,INJ,ES,190-200,M1,0.0,3
331,5,M,A,50,2,50,N,50,BER,K,INJ,ES,190-200,M2,0.0,3
288,2,M,A,50,1,44,O,80,BER,K,INJ,ES,200-220,M2,0.0,3
372,0,M,A,50,2,50,N,57,BER,K,INJ,ES,200-220,M2,0.0,1
519,2,M,A,50,2,63,N,50,BER,K,IDS,GO,180-190,M1,0.0,3
261,10,M,A,50,1,40,N,50,BER,K,INS,GO,170-180,M2,0.0,3
487,9,M,A,50,2,60,N,50,BER,K,INS,GO,180-190,M2,411.1259819,3
263,10,M,A,55,2,42,N,50,BER,K,CAR,ES,190-200,H,0.0,1
313,10,M,A,55,2,47,N,50,BER,K,INJ,ES,190-200,H,0.0,3
176,1,M,A,55,1,34,N,50,BER,K,INJ,ES,200-220,M1,0.0,3
594,1,M,A,55,1,72,N,50,BER,K,IDS,GO,180-190,M1,2198.810574,3
702,9,M,A,60,1,84,N,50,BER,K,INJ,ES,170-180,M1,0.0,3
625,7,M,A,60,1,86,O,50,BER,K,INJ,ES,170-180,M2,0.0,2
656,4,M,A,60,1,83,O,58,BER,K,INJ,ES,190-200,M1,0.0,3
540,10,M,A,60,1,72,N,50,BER,K,INJ,ES,200-220,M2,0.0,3
324,10,M,A,60,1,76,N,50,BER,K,INJ,GO,001-130,H,0.0,3
311,10,M,A,66,3,48,N,85,BER,K,INJ,ES,200-220,M1,0.0,2
147,5,M,C,50,1,30,O,72,BER,K,INJ,ES,180-190,M1,0.0,3
211,10,M,C,50,1,38,N,85,BER,K,INJ,ES,190-200,H,0.0,3
347,10,M,C,50,2,49,N,90,BER,K,INS,GO,160-170,M1,0.0,3
234,10,M,C,55,1,38,N,50,BER,K,INJ,ES,190-200,M2,0.0,3
290,10,M,A,1,3,46,N,76,BER,K,INJ,ES,190-200,H,0.0,3
438,10,M,A,1,3,55,N,50,BER,K,INJ,ES,190-200,H,513.1033233,3
323,10,M,A,50,2,57,O,50,BER,K,CAR,ES,180-190,H,0.0,3
455,5,M,A,50,2,57,N,50,BER,K,INJ,ES,170-180,M1,0.0,2
398,7,M,A,50,2,53,N,55,BER,K,INJ,ES,190-200,M1,0.0,3
506,10,M,A,50,1,60,O,50,BER,K,INJ,ES,190-200,M1,0.0,3
148,1,M,A,50,1,34,N,54,BER,K,INJ,ES,200-220,M1,0.0,2
170,5,M,A,50,1,32,N,54,BER,K,IDS,GO,170-180,M2,0.0,1
355,7,M,A,50,3,48,N,50,BER,K,IDS,GO,180-190,M2,0.0,3
208,7,M,A,50,1,56,N,125,BER,K,INJ,GO,170-180,M2,0.0,3
82,5,M,A,50,2,26,N,90,BER,K,INS,GO,170-180,M2,42.33444109,3
369,7,M,A,50,2,50,N,50,BER,K,INS,GO,170-180,M2,0.0,3
151,9,M,A,50,1,42,N,85,BER,K,INS,GO,180-190,M2,0.0,3
387,10,M,A,55,2,56,N,88,BER,K,INS,GO,170-180,M2,0.0,3
567,5,M,A,60,1,66,N,51,BER,K,INJ,ES,200-220,H,0.0,2
579,2,M,A,60,1,67,N,50,BER,K,INJ,ES,200-220,M1,0.0,1
687,1,M,A,60,1,83,N,50,BER,K,INJ,ES,200-220,M1,1653.317221,3
597,2,M,A,60,1,68,N,50,BER,K,IDS,GO,170-180,M2,167.4054381,2
508,9,M,A,60,1,66,O,50,BER,K,INS,GO,170-180,M2,0.0,2
252,5,M,C,42,2,39,O,64,BER,K,INJ,ES,180-190,M1,0.0,2
217,4,M,C,42,2,36,N,50,BER,K,IDS,GO,190-200,M1,0.0,2
177,10,M,C,50,1,35,N,80,BER,K,INJ,ES,190-200,M2,0.0,3
96,7,M,C,50,2,29,N,100,BER,K,INS,GO,170-180,M2,0.0,3
142,1,M,C,55,1,30,N,54,BER,K,IDS,GO,180-190,M1,166.41571,2
322,1,M,A,42,3,49,N,50,BER,K,IDS,GO,180-190,M1,0.0,3
266,10,M,A,50,1,42,N,72,BER,K,CAR,ES,180-190,H,0.0,3
438,5,M,A,50,1,57,N,50,BER,K,INJ,ES,180-190,M1,1085.331118,2
301,9,M,A,50,2,44,O,72,BER,K,INJ,ES,200-220,M2,0.0,2
427,1,M,A,50,2,56,N,62,BER,K,INJ,ES,200-220,B,22381.33414,3
369,2,M,A,50,3,58,N,50,BER,K,INJ,ES,200-220,M1,0.0,2
382,10,M,A,50,2,58,N,50,BER,K,INS,GO,160-170,M2,0.0,3
386,9,M,A,55,1,50,N,50,BER,K,INJ,ES,190-200,M1,0.0,1
130,3,M,A,55,1,29,N,80,BER,K,IDS,GO,170-180,M2,0.0,3
508,9,M,A,60,1,85,N,100,BER,K,INJ,ES,170-180,M1,0.0,3
587,1,M,A,60,1,68,N,50,BER,K,INJ,ES,180-190,M1,574.6432024,3
370,10,M,A,60,1,67,N,50,BER,K,INJ,ES,190-200,M2,0.0,3
570,7,M,A,60,1,71,O,50,BER,K,INJ,ES,190-200,M1,0.0,3
558,7,M,A,60,1,74,N,50,BER,K,INJ,ES,190-200,M2,0.0,3
456,2,M,A,60,1,83,N,50,BER,K,INJ,ES,200-220,M1,0.0,3
134,9,M,C,48,2,31,N,88,BER,K,INJ,GO,170-180,M2,0.0,3
131,3,M,C,50,1,29,N,76,BER,K,INJ,ES,200-220,H,0.0,1
96,1,M,C,50,2,26,N,68,BER,K,IDS,GO,190-200,M1,0.0,3
340,1,M,C,50,2,48,N,50,BER,K,IDS,GO,190-200,M1,0.0,1
170,10,M,C,50,2,41,N,80,BER,K,INJ,GO,160-170,M2,0.0,3
449,0,M,A,37,1,56,N,50,BER,K,IDS,GO,180-190,M1,0.0,1
295,9,M,A,46,3,43,N,50,BER,K,INJ,ES,190-200,H,0.0,3
345,2,M,A,50,3,48,N,50,BER,K,INJ,ES,180-190,B,1093.413897,2
141,9,M,A,50,2,29,N,85,BER,K,IDS,GO,170-180,M1,0.0,3
151,1,M,A,50,2,30,N,72,BER,K,IDS,GO,180-190,M1,0.0,3
202,4,M,A,55,2,35,N,50,BER,K,INJ,ES,180-190,M1,0.0,3
464,0,M,A,55,3,56,N,50,BER,K,INJ,ES,200-220,M1,0.0,2
546,5,M,A,60,1,66,N,50,BER,K,INJ,ES,190-200,M2,1093.413897,3
576,3,M,A,60,1,73,N,50,BER,K,INJ,ES,190-200,M2,0.0,2
660,2,M,A,60,1,74,N,74,BER,K,INJ,ES,190-200,M2,0.0,3
510,1,M,A,60,1,69,N,50,BER,K,INJ,ES,200-220,M2,0.0,3
662,1,M,A,60,1,74,N,50,BER,K,INJ,ES,200-220,M1,0.0,2
451,10,M,A,60,1,64,O,50,BER,K,INS,ES,190-200,M2,0.0,3
510,4,M,A,60,1,61,N,68,BER,K,IDS,GO,170-180,M1,0.0,2
558,2,M,A,60,1,64,N,50,BER,K,INJ,GO,170-180,M2,497.6800604,2
173,1,M,C,49,2,32,N,72,BER,K,INJ,ES,200-220,M1,447.6280967,3
68,9,M,C,50,2,27,N,90,BER,K,INJ,ES,190-200,M2,0.0,3
203,9,M,C,50,2,36,N,60,BER,K,INJ,ES,190-200,M2,0.0,3
396,9,M,C,50,1,51,O,50,BER,K,INJ,ES,190-200,M2,0.0,3
141,2,M,C,50,2,30,N,85,BER,K,INJ,ES,200-220,B,378.7477341,3
172,3,M,C,50,3,32,N,50,BER,K,INJ,ES,200-220,M1,97.32326284,1
90,7,M,C,50,1,28,N,100,BER,K,IDS,GO,170-180,M1,0.0,3
483,7,M,A,1,3,59,N,50,BER,K,INJ,ES,180-190,M1,0.0,3
347,10,M,A,1,3,48,N,50,BER,K,INJ,ES,200-220,M1,0.0,3
438,1,M,A,1,3,57,N,64,BER,K,IDS,GO,170-180,B,0.0,1
116,5,M,A,1,1,30,N,95,BER,K,IDS,GO,190-200,M2,0.0,3
422,2,M,A,37,1,58,N,50,BER,K,IDS,GO,180-190,M1,0.0,2
480,7,M,A,37,1,75,N,50,BER,K,INS,GO,170-180,M2,0.0,3
400,10,M,A,42,2,61,N,60,BER,K,CAR,ES,170-180,H,0.0,3
524,1,M,A,42,2,63,N,50,BER,K,INJ,ES,200-220,M2,0.0,3
247,5,M,A,50,1,43,N,56,BER,K,INJ,ES,180-190,M1,0.0,3
304,5,M,A,50,2,43,N,52,BER,K,INJ,ES,180-190,M1,0.0,3
405,3,M,A,50,2,53,N,50,BER,K,INJ,ES,180-190,M1,0.0,1
479,3,M,A,50,1,58,N,50,BER,K,INJ,ES,180-190,M1,0.0,3
183,3,M,A,50,1,39,N,72,BER,K,INJ,ES,190-200,M1,1920.885498,3
67,10,M,A,50,1,51,N,95,BER,K,INJ,ES,190-200,M2,0.0,3
122,3,M,A,50,1,44,N,100,BER,K,INJ,ES,200-220,M2,0.0,2
392,2,M,A,50,2,53,N,50,BER,K,INJ,ES,200-220,M2,0.0,2
447,9,M,A,50,1,56,N,50,BER,K,INJ,ES,200-220,M2,0.0,3
197,1,M,A,50,3,34,N,64,BER,K,IDS,GO,170-180,B,106.6903323,3
455,1,M,A,50,2,59,N,50,BER,K,IDS,GO,190-200,M2,0.0,3
364,5,M,A,55,2,56,N,50,BER,K,INJ,ES,180-190,M1,0.0,2
519,10,M,A,55,1,66,N,50,BER,K,INJ,ES,180-190,M2,0.0,3
479,0,M,A,55,1,58,O,50,BER,K,INJ,ES,190-200,M1,0.0,3
396,1,M,A,55,1,56,N,50,BER,K,IDS,GO,180-190,M1,0.0,2
585,1,M,A,60,1,66,N,50,BER,K,INJ,ES,190-200,M2,0.0,2
609,10,M,A,60,1,69,N,50,BER,K,INJ,ES,190-200,H,0.0,3
689,9,M,A,60,1,80,O,50,BER,K,INJ,ES,190-200,M2,0.0,3
535,0,M,A,60,1,69,N,50,BER,K,INJ,ES,200-220,M1,537.0570997,3
704,1,M,A,60,1,76,N,50,BER,K,INJ,ES,200-220,M1,5360.143505,3
646,2,M,A,60,1,78,N,50,BER,K,INJ,ES,200-220,M1,0.0,3
770,4,M,A,60,1,81,O,50,BER,K,INJ,ES,200-220,M2,0.0,2
390,10,M,A,60,1,60,O,50,BER,K,INJ,GO,001-130,H,0.0,3
128,9,M,C,26,2,28,N,57,BER,K,IDS,GO,170-180,M1,0.0,3
231,10,M,C,50,1,46,O,76,BER,K,INJ,ES,200-220,M2,0.0,3
345,1,M,A,1,3,50,N,54,BER,K,INJ,ES,190-200,M1,0.0,2
341,10,M,A,48,2,57,N,50,BER,K,INS,GO,180-190,H,0.0,3
608,7,M,A,50,1,69,N,50,BER,K,INJ,ES,170-180,M1,0.0,3
172,5,M,A,50,2,33,N,57,BER,K,INJ,ES,180-190,M1,0.0,3
591,2,M,A,50,2,67,N,50,BER,K,INJ,ES,190-200,M2,1418.610272,2
179,10,M,A,50,2,45,N,50,BER,K,INJ,GO,150-160,M2,0.0,3
230,9,M,A,55,2,39,N,50,BER,K,INJ,ES,190-200,H,0.0,3
406,1,M,A,55,2,52,N,95,BER,K,INJ,ES,190-200,M2,2150.443505,3
216,1,M,A,55,2,37,N,50,BER,K,IDS,GO,180-190,M1,0.0,3
205,3,M,A,55,2,35,N,51,BER,K,IDS,GO,190-200,M1,0.0,3
431,1,M,A,60,1,68,N,50,BER,K,INJ,ES,180-190,B,0.0,3
584,5,M,A,60,1,68,O,50,BER,K,INJ,ES,180-190,M2,0.0,2
74,5,M,C,26,2,24,N,85,BER,K,INJ,ES,180-190,M1,0.0,1
653,5,M,C,60,1,75,N,50,BER,K,INJ,ES,180-190,M1,0.0,3
266,10,M,A,1,3,40,N,50,BER,K,INJ,ES,190-200,M2,0.0,3
224,10,M,A,48,2,58,N,90,BER,K,INJ,ES,190-200,M2,0.0,3
57,10,M,A,50,2,37,N,106,BER,K,CAR,ES,170-180,H,0.0,3
195,10,M,A,50,1,39,N,90,BER,K,CAR,ES,190-200,H,0.0,3
289,10,M,A,50,2,43,N,68,BER,K,INJ,ES,170-180,H,0.0,3
111,2,M,A,50,1,29,N,80,BER,K,INJ,ES,180-190,M1,0.0,3
118,1,M,A,50,2,28,N,64,BER,K,INJ,ES,190-200,M1,0.0,2
127,3,M,A,50,2,29,N,72,BER,K,INJ,ES,190-200,M1,0.0,3
259,9,M,A,50,2,56,N,95,BER,K,INJ,ES,190-200,M2,0.0,2
287,7,M,A,50,2,56,N,50,BER,K,INJ,ES,190-200,M2,0.0,3
199,2,M,A,50,2,35,N,76,BER,K,IDS,GO,190-200,M1,0.0,3
216,10,M,A,50,3,36,N,90,BER,K,INS,GO,170-180,M2,0.0,2
304,7,M,A,50,2,54,N,67,BER,K,INS,GO,170-180,M2,0.0,3
375,10,M,A,50,2,56,O,50,BER,K,INS,GO,170-180,M2,0.0,2
314,9,M,A,50,2,53,N,54,BER,K,INS,GO,180-190,M1,0.0,3
314,5,M,A,55,1,44,N,50,BER,K,INJ,ES,180-190,M1,0.0,3
348,10,M,A,55,2,48,N,68,BER,K,INS,GO,170-180,M2,0.0,2
536,1,M,A,60,1,67,N,50,BER,K,INJ,ES,190-200,M2,1088.700906,2
695,4,M,A,60,1,78,N,50,BER,K,INJ,ES,200-220,M1,0.0,2
447,0,M,C,48,3,58,N,50,BER,K,IDS,GO,180-190,M1,2020.635952,3
260,10,M,C,50,1,39,N,85,BER,K,INJ,ES,170-180,0,0.0,3
345,0,M,C,50,2,47,N,50,BER,K,IDS,GO,170-180,M1,0.0,3
199,2,M,C,50,2,36,N,50,BER,K,IDS,GO,190-200,M1,0.0,3
401,10,M,A,1,3,68,N,53,BER,K,INJ,ES,170-180,M2,0.0,3
417,7,M,A,50,2,54,N,50,BER,K,INJ,ES,180-190,M2,0.0,3
424,7,M,A,50,1,54,N,50,BER,K,INJ,ES,200-220,M2,0.0,3
284,5,M,A,50,1,42,O,100,BER,K,IDS,GO,190-200,M2,0.0,2
307,4,M,A,50,1,44,N,50,BER,K,IDS,GO,190-200,M2,0.0,3
469,10,M,A,50,2,57,N,50,BER,K,INS,GO,150-160,H,0.0,3
628,10,M,A,60,1,74,N,50,BER,K,INJ,ES,190-200,M2,0.0,3
485,10,M,A,60,1,77,N,50,BER,K,INJ,ES,190-200,M2,0.0,3
556,1,M,A,60,1,69,N,75,BER,K,IDS,GO,170-180,M2,0.0,2
659,3,M,A,60,1,81,N,51,BER,K,IDS,GO,190-200,M1,0.0,3
199,7,M,C,50,2,37,N,68,BER,K,INJ,ES,180-190,M1,0.0,2
262,1,M,C,50,2,39,N,79,BER,K,INJ,ES,180-190,M1,0.0,3
65,1,M,C,50,2,24,N,80,BER,K,IDS,GO,170-180,M1,4403.830514,2
120,2,M,C,50,2,28,N,60,BER,K,IDS,GO,170-180,M1,0.0,2
225,2,M,C,50,2,36,N,50,BER,K,IDS,GO,170-180,B,56.86223565,3
291,10,M,C,55,1,48,O,64,BER,K,INJ,GO,150-160,H,0.0,3
261,10,M,A,50,2,52,N,76,BER,K,CAR,ES,180-190,H,0.0,3
227,5,M,A,50,1,38,O,50,BER,K,INJ,ES,180-190,B,0.0,1
490,4,M,A,50,2,69,N,59,BER,K,INJ,ES,200-220,M2,0.0,2
317,9,M,A,50,3,45,N,50,BER,K,IDS,GO,170-180,M1,0.0,3
208,1,M,A,50,1,52,N,76,BER,K,IDS,GO,180-190,M1,0.0,3
319,2,M,A,50,1,58,N,95,BER,K,IDS,GO,180-190,M1,252.0507553,2
101,3,M,A,50,2,28,N,80,BER,K,IDS,GO,190-200,M2,3239.592145,3
137,5,M,A,50,2,33,N,64,BER,K,IDS,GO,190-200,M1,0.0,3
487,1,M,A,50,2,59,N,55,BER,K,IDS,GO,190-200,M1,0.0,2
584,2,M,A,50,3,71,N,50,BER,K,IDS,GO,190-200,M1,0.0,3
287,10,M,A,50,2,58,N,52,BER,K,INJ,GO,160-170,M2,0.0,3
313,10,M,A,50,1,56,N,64,BER,K,INS,GO,160-170,H,0.0,3
85,10,M,A,50,2,31,N,90,BER,K,INS,GO,170-180,M2,0.0,3
376,10,M,A,50,2,61,N,72,BER,K,INS,GO,170-180,M2,0.0,3
381,9,M,A,50,2,60,N,68,BER,K,INS,GO,180-190,M2,0.0,3
289,4,M,A,55,2,43,N,50,BER,K,INJ,ES,190-200,M2,154.4093656,3
456,2,M,A,55,1,63,N,50,BER,K,IDS,GO,190-200,M1,0.0,3
550,5,M,A,60,1,71,N,50,BER,K,INJ,ES,180-190,M2,0.0,3
471,5,M,A,60,1,67,N,74,BER,K,INJ,ES,190-200,M2,3140.713595,3
661,1,M,A,60,1,76,N,50,BER,K,INJ,ES,200-220,M2,0.0,1
686,1,M,A,60,1,75,N,50,BER,K,IDS,GO,190-200,M2,706.2299094,3
143,4,M,C,50,2,30,N,76,BER,K,INJ,ES,170-180,B,121.1356495,2
217,7,M,C,50,2,36,N,59,BER,K,INJ,ES,170-180,M2,0.0,1
162,4,M,C,50,1,37,N,72,BER,K,IDS,GO,170-180,M2,22835.30121,3
441,3,F,A,60,1,62,N,85,BER,K,IDS,GO,190-200,M1,0.0,3
305,10,F,C,50,1,44,O,85,BER,K,INJ,ES,170-180,H,0.0,3
615,10,F,A,60,1,80,O,50,BER,K,INJ,ES,180-190,M2,0.0,3
268,7,F,A,1,3,47,N,50,BER,K,INJ,ES,190-200,H,0.0,3
91,9,F,A,50,1,26,N,71,BER,K,INJ,ES,190-200,M2,0.0,2
209,10,F,A,50,2,41,O,50,BER,K,INJ,ES,190-200,M2,0.0,3
189,7,F,A,55,1,46,O,91,BER,K,INS,GO,170-180,M2,0.0,2
196,4,F,C,1,1,47,N,50,BER,K,IDS,GO,170-180,M1,0.0,3
433,0,F,A,50,2,56,N,68,BER,K,IDS,GO,170-180,B,0.0,3
357,7,F,A,50,2,54,N,72,BER,K,INJ,ES,170-180,M1,0.0,3
155,0,F,C,50,2,32,N,66,BER,K,INJ,ES,180-190,B,92.72809668,2
130,7,F,A,50,1,31,O,64,BER,K,INJ,ES,200-220,M1,0.0,3
134,9,M,A,55,2,34,N,57,BER,K,IDS,GO,170-180,M1,0.0,3
177,9,M,A,50,1,55,N,60,BER,K,INJ,GO,170-180,M2,0.0,3
490,10,M,A,60,1,74,O,50,BER,K,INJ,ES,180-190,M2,0.0,3
289,10,M,A,48,2,48,N,50,BER,K,INJ,ES,190-200,M2,0.0,3
433,10,M,C,50,2,62,N,50,BER,K,INJ,ES,190-200,M2,0.0,3
179,3,M,A,55,2,32,N,64,BER,K,INJ,ES,180-190,M1,0.0,3
173,9,M,A,1,2,32,N,54,BER,K,INJ,ES,170-180,M1,4611.367069,3
314,7,M,A,50,3,47,N,90,BER,K,INJ,ES,190-200,M2,0.0,2
100,10,M,A,50,1,27,N,90,BER,K,INS,GO,180-190,M2,0.0,2
443,2,M,A,42,3,55,N,54,BER,K,INJ,ES,200-220,M2,0.0,1
433,9,M,A,50,2,54,N,50,BER,K,INJ,ES,170-180,M2,0.0,3
132,2,M,A,50,2,29,N,57,BER,K,INJ,ES,190-200,M1,0.0,2
268,1,M,A,50,2,42,N,50,BER,K,INJ,ES,200-220,M1,0.0,3
146,4,M,C,50,2,31,O,95,BER,K,INJ,ES,180-190,M2,0.0,2
513,1,M,C,42,4,60,N,50,BER,K,INJ,ES,160-170,M2,0.0,3
84,1,M,C,50,3,25,N,68,BER,K,INJ,ES,180-190,B,0.0,3
421,2,M,A,50,3,53,N,50,BER,K,INJ,ES,200-220,B,0.0,1
253,4,M,A,55,3,51,N,50,BER,K,INJ,ES,190-200,M2,0.0,3
156,9,M,A,48,3,31,N,95,BER,K,INJ,GO,170-180,M2,0.0,3
179,5,M,A,50,1,43,O,72,BER,K,IDS,GO,190-200,M2,0.0,2
183,5,M,A,46,1,50,O,51,BER,K,INJ,ES,190-200,M1,102.5900302,2
361,7,M,A,50,2,50,N,50,BER,K,INS,GO,170-180,M2,0.0,3
146,3,M,A,50,1,30,N,60,BER,K,IDS,GO,190-200,M1,0.0,3
253,10,M,C,50,2,41,N,62,BER,K,INJ,ES,170-180,M1,0.0,3
474,4,M,A,60,1,67,N,50,BER,K,INJ,ES,190-200,M2,20172.77946,3
535,2,M,A,50,1,65,N,50,BER,K,INJ,ES,200-220,M1,0.0,2
247,4,M,A,50,2,38,N,85,BER,K,INJ,ES,180-190,M1,0.0,3
230,4,F,A,50,2,37,N,50,BER,K,INJ,ES,180-190,M2,0.0,3
154,1,F,A,37,1,57,N,100,BER,K,INJ,ES,200-220,B,0.0,3
184,7,M,C,50,2,33,O,50,BER,K,INJ,ES,180-190,M2,0.0,3
426,5,M,A,50,2,57,N,50,BER,K,INJ,ES,190-200,M2,0.0,3
380,10,M,A,50,2,51,N,50,BER,K,INJ,ES,200-220,M1,0.0,3
95,1,M,A,50,1,25,N,95,BER,K,INJ,ES,180-190,B,730.5135952,3
196,5,F,C,26,2,34,N,76,BER,K,INJ,ES,180-190,M1,0.0,1
125,7,M,C,50,2,29,N,72,BER,K,IDS,GO,170-180,M1,0.0,3
508,1,M,A,50,2,62,N,50,BER,K,IDS,GO,180-190,M1,0.0,3
127,7,M,A,50,2,30,N,95,BER,K,IDS,GO,180-190,M2,1418.610272,3
166,7,M,C,50,1,31,O,85,BER,K,INJ,ES,200-220,M2,0.0,3
282,9,M,A,50,2,55,N,50,BER,K,INJ,GO,170-180,M2,0.0,3
490,10,M,C,50,2,61,N,50,BER,K,INS,GO,160-170,M2,0.0,3
393,0,F,C,66,3,51,N,57,BER,K,INJ,ES,160-170,B,353.4743202,3
218,10,F,A,55,2,54,N,50,BER,K,INJ,ES,180-190,M2,0.0,3
459,2,M,A,50,3,56,N,50,BER,K,INJ,ES,200-220,M2,0.0,3
166,10,M,A,55,2,34,N,50,BER,K,INS,GO,170-180,M2,0.0,3
491,9,M,A,50,2,59,O,50,BER,K,INJ,ES,180-190,B,0.0,2
559,3,F,A,60,1,66,N,50,BER,K,INJ,ES,180-190,M1,0.0,2
188,1,M,C,50,2,35,N,50,BER,K,IDS,GO,190-200,M1,0.0,3
592,1,M,A,60,1,76,N,50,BER,K,INJ,ES,200-220,M2,0.0,3
324,10,M,A,55,2,49,O,76,BER,K,CAR,ES,190-200,H,0.0,1
225,4,F,A,1,1,39,O,57,BER,L,INJ,ES,170-180,B,0.0,2
445,9,F,C,1,3,59,N,50,BER,L,INJ,ES,180-190,M2,0.0,3
279,5,F,A,50,2,42,N,104,BER,L,INJ,ES,170-180,B,0.0,3
